Età?;Titolo di studio;Genere;Hai un profilo Instagram?;Da quanto tempo sei iscritto ad Instagram?;Quanto tempo pensi di trascorrere su Instagram, in media, al giorno?;Quali sono le arrività che svolgi di solito su Instagram? Per ogni risposta indica un valore da 1 a 4 [Seguire persone che conosco];Quali sono le arrività che svolgi di solito su Instagram? Per ogni risposta indica un valore da 1 a 4 [Caricare foto e/o video];Quali sono le arrività che svolgi di solito su Instagram? Per ogni risposta indica un valore da 1 a 4 [Seguire Influencer o blogger];Quali sono le arrività che svolgi di solito su Instagram? Per ogni risposta indica un valore da 1 a 4 [Seguire pagine di brand o aziende];Quali sono le arrività che svolgi di solito su Instagram? Per ogni risposta indica un valore da 1 a 4 [Seguire VIP o persone famose];Quali sono le arrività che svolgi di solito su Instagram? Per ogni risposta indica un valore da 1 a 4 [Scambiare opinioni e/o consigli su prodotti e brand];Quali sono le arrività che svolgi di solito su Instagram? Per ogni risposta indica un valore da 1 a 4 [Chattare];Segui uno o più Influencer su Instagram?;Come sei venuto a conoscenza delle pagine degli Influencer ch segui? (Max. 2 risposte);A quali settori diresti appartengono la maggior parte degli influencer che segui? (Max. 2 risposte);Quanti follower hanno in media gli Influencer che segui con più costanza? (Max. 2 risposte);"Per quali motivi segui le loro pagine? Per favore valuta le seguenti motivazioni indicando un valore su una scala da 1 a 4, dove 1 indica ""Decisamente no"" e 4 indica ""Decisamente si"" [Per la personalità ed il carattere dell'Influencer]";"Per quali motivi segui le loro pagine? Per favore valuta le seguenti motivazioni indicando un valore su una scala da 1 a 4, dove 1 indica ""Decisamente no"" e 4 indica ""Decisamente si"" [Per le caratteristiche fisiche dell'Influencer]";"Per quali motivi segui le loro pagine? Per favore valuta le seguenti motivazioni indicando un valore su una scala da 1 a 4, dove 1 indica ""Decisamente no"" e 4 indica ""Decisamente si"" [Per l'interesse verso i temi trattati nei contenuti pubblicati]";"Per quali motivi segui le loro pagine? Per favore valuta le seguenti motivazioni indicando un valore su una scala da 1 a 4, dove 1 indica ""Decisamente no"" e 4 indica ""Decisamente si"" [Perché ha un grande numero di follower]";"Per quali motivi segui le loro pagine? Per favore valuta le seguenti motivazioni indicando un valore su una scala da 1 a 4, dove 1 indica ""Decisamente no"" e 4 indica ""Decisamente si"" [Perché i miei amici e conoscenti lo seguono]";"Per quali motivi segui le loro pagine? Per favore valuta le seguenti motivazioni indicando un valore su una scala da 1 a 4, dove 1 indica ""Decisamente no"" e 4 indica ""Decisamente si"" [Per ricevere consigli e suggerimenti su prodotti o brand]";"Per favore valuta le seguenti affermazioni indicando un valore su una scala da 1 a 4 dove 1 indica ""Decisamente no"" e 4 indica ""Decisamente si"" [Mi fido degli Influencer che seguo]";"Per favore valuta le seguenti affermazioni indicando un valore su una scala da 1 a 4 dove 1 indica ""Decisamente no"" e 4 indica ""Decisamente si"" [Seguo i consigli che gli Influencer danno anche nella mia vita di tutti i giorni]";"Per favore valuta le seguenti affermazioni indicando un valore su una scala da 1 a 4 dove 1 indica ""Decisamente no"" e 4 indica ""Decisamente si"" [Consiglio ad amici e conoscenti di seguire gli Influencer che seguo io]";"Per favore valuta le seguenti affermazioni indicando un valore su una scala da 1 a 4 dove 1 indica ""Decisamente no"" e 4 indica ""Decisamente si"" [Penso che gli Influencer siano esperti nel loro campo]";"Per favore valuta le seguenti affermazioni indicando un valore su una scala da 1 a 4 dove 1 indica ""Decisamente no"" e 4 indica ""Decisamente si"" [Penso che gli influencer siano sinceri]";"Per favore valuta le seguenti affermazioni indicando un valore su una scala da 1 a 4 dove 1 indica ""Decisamente no"" e 4 indica ""Decisamente si"" [Penso che gli Influencer abbiano una reale esperienza dei prodotti che sponsorizzano]";Pensa alla situazione nella quale hai appena visto un post pubblicato da un influencer che segui, nel quale sponsorizzava un prodotto o un marchio. Quante volte in media ti capita di tenere i comportamenti indicati? Per ogni riga indica un valore da 1 a 4 [Visito la pagina del brand del prodotto sponsorizzato];Pensa alla situazione nella quale hai appena visto un post pubblicato da un influencer che segui, nel quale sponsorizzava un prodotto o un marchio. Quante volte in media ti capita di tenere i comportamenti indicati? Per ogni riga indica un valore da 1 a 4 [Interagisco (like o commenti) nella pagina del brand o prodotto sponsorizzato];Pensa alla situazione nella quale hai appena visto un post pubblicato da un influencer che segui, nel quale sponsorizzava un prodotto o un marchio. Quante volte in media ti capita di tenere i comportamenti indicati? Per ogni riga indica un valore da 1 a 4 [Condivido informazioni sul brand o prodotto sponsorizzato];Pensa alla situazione nella quale hai appena visto un post pubblicato da un influencer che segui, nel quale sponsorizzava un prodotto o un marchio. Quante volte in media ti capita di tenere i comportamenti indicati? Per ogni riga indica un valore da 1 a 4 [Cerco informazioni sul prodotto tramite altri canali];Pensa alla situazione nella quale hai appena visto un post pubblicato da un influencer che segui, nel quale sponsorizzava un prodotto o un marchio. Quante volte in media ti capita di tenere i comportamenti indicati? Per ogni riga indica un valore da 1 a 4 [Utilizzo Instagram per comunicare direttamente con il brand];Pensa alla situazione nella quale hai appena visto un post pubblicato da un influencer che segui, nel quale sponsorizzava un prodotto o un marchio. Quante volte in media ti capita di tenere i comportamenti indicati? Per ogni riga indica un valore da 1 a 4 [Ho comprato uno o più prodotti sponsorizzati da un Influencer su Instagram];Pensa alla situazione nella quale hai appena visto un post pubblicato da un influencer che segui, nel quale sponsorizzava un prodotto o un marchio. Quante volte in media ti capita di tenere i comportamenti indicati? Per ogni riga indica un valore da 1 a 4 [Ho consigliato ad amici o conoscenti di comprare il prodotto sponsorizzato];Pensa alla situazione nella quale hai appena visto un post pubblicato da un influencer che segui, nel quale sponsorizzava un prodotto o un marchio. Quante volte in media ti capita di tenere i comportamenti indicati? Per ogni riga indica un valore da 1 a 4 [Uso la mia pagina Instagram per mostrare il prodotto acquistato o la mia esperienza con il brand]
19-30 anni;Laurea Triennale;F;Si;Tra 6 mesi e 1 anno;Meno di 1 ora;3 (qualche volta);2 (raramente);2 (raramente);2 (raramente);1 (mai);1 (mai);1 (mai);No;;;;;;;;;;;;;;;;;;;;;;;
19-30 anni;Laurea Triennale;F;Si;Da più di 3 anni;Tra 1 e 2 ore;4 (spesso);2 (raramente);1 (mai);2 (raramente);2 (raramente);1 (mai);4 (spesso);No;;;;;;;;;;;;;;;;;;;;;;;
19-30 anni;Laurea Triennale;F;Si;Tra 1 anno e 3 anni;Tra 1 e 2 ore;4 (spesso);2 (raramente);4 (spesso);4 (spesso);4 (spesso);2 (raramente);4 (spesso);Si;Consiglio di amici;Fashion/Lifestyle;da 100.000 a 500.000, da 500.000 a 1 Milione, da 1 Milione in su;4 (Decisamente si);3;3;2;2;3;4 (Decisamente si);3;4 (Decisamente si);3;3;3;2 (raramente);2 (raramente);2 (raramente);2 (raramente);1 (mai);2 (raramente);1 (mai);1 (mai)
19-30 anni;Laurea Specialistica;M;Si;Meno di 6 mesi;Tra 1 e 2 ore;4 (spesso);2 (raramente);1 (mai);2 (raramente);2 (raramente);1 (mai);3 (qualche volta);No;;;;;;;;;;;;;;;;;;;;;;;
19-30 anni;Laurea Triennale;F;Si;Da più di 3 anni;Tra 2 e 4 ore;4 (spesso);4 (spesso);2 (raramente);2 (raramente);2 (raramente);2 (raramente);2 (raramente);No;;;;;;;;;;;;;;;;;;;;;;;
19-30 anni;Diploma;F;Si;Tra 6 mesi e 1 anno;Tra 1 e 2 ore;3 (qualche volta);2 (raramente);4 (spesso);1 (mai);4 (spesso);1 (mai);3 (qualche volta);Si;Ne ho sentito parlare o li seguo su altri Social Network;Beauty/Make Up, Viaggi;da 20.000 a 100.000, da 100.000 a 500.000;4 (Decisamente si);1 (Decisamente no);3;1 (Decisamente no);1 (Decisamente no);1 (Decisamente no);3;1 (Decisamente no);2;3;2;3;1 (mai);1 (mai);1 (mai);1 (mai);1 (mai);2 (raramente);1 (mai);1 (mai)
19-30 anni;Laurea Triennale;F;Si;Da più di 3 anni;Tra 1 e 2 ore;4 (spesso);3 (qualche volta);2 (raramente);2 (raramente);3 (qualche volta);1 (mai);1 (mai);No;;;;;;;;;;;;;;;;;;;;;;;
19-30 anni;Laurea Triennale;F;Si;Meno di 6 mesi;Tra 1 e 2 ore;4 (spesso);3 (qualche volta);2 (raramente);2 (raramente);2 (raramente);1 (mai);4 (spesso);Si;Ne ho sentito parlare o li seguo su altri Social Network;Beauty/Make Up;da 1 Milione in su;4 (Decisamente si);1 (Decisamente no);3;1 (Decisamente no);1 (Decisamente no);4 (Decisamente si);4 (Decisamente si);2;1 (Decisamente no);4 (Decisamente si);3;4 (Decisamente si);1 (mai);2 (raramente);1 (mai);3 (qualche volta);1 (mai);3 (qualche volta);2 (raramente);1 (mai)
19-30 anni;Laurea Triennale;M;Si;Tra 6 mesi e 1 anno;Tra 1 e 2 ore;4 (spesso);2 (raramente);2 (raramente);3 (qualche volta);3 (qualche volta);1 (mai);3 (qualche volta);No;;;;;;;;;;;;;;;;;;;;;;;
più di 30 anni;Diploma;M;Si;Tra 1 anno e 3 anni;Meno di 1 ora;2 (raramente);2 (raramente);2 (raramente);3 (qualche volta);2 (raramente);1 (mai);1 (mai);No;;;;;;;;;;;;;;;;;;;;;;;
più di 30 anni;Laurea Specialistica;F;Si;Tra 6 mesi e 1 anno;Meno di 1 ora;4 (spesso);2 (raramente);1 (mai);1 (mai);1 (mai);1 (mai);1 (mai);No;;;;;;;;;;;;;;;;;;;;;;;
19-30 anni;Diploma;F;Si;Da più di 3 anni;Più di 4 ore;4 (spesso);3 (qualche volta);4 (spesso);3 (qualche volta);4 (spesso);2 (raramente);3 (qualche volta);Si;Consiglio di amici, Ne ho sentito parlare o li seguo su altri Social Network;Fashion/Lifestyle, Viaggi;da 1 Milione in su;4 (Decisamente si);3;3;2;1 (Decisamente no);1 (Decisamente no);3;3;2;4 (Decisamente si);2;3;2 (raramente);1 (mai);1 (mai);1 (mai);1 (mai);1 (mai);1 (mai);1 (mai)
19-30 anni;Laurea Triennale;M;Si;Tra 6 mesi e 1 anno;Meno di 1 ora;3 (qualche volta);3 (qualche volta);3 (qualche volta);3 (qualche volta);2 (raramente);1 (mai);3 (qualche volta);No;;;;;;;;;;;;;;;;;;;;;;;
19-30 anni;Laurea Triennale;M;Si;Da più di 3 anni;Tra 1 e 2 ore;4 (spesso);3 (qualche volta);3 (qualche volta);3 (qualche volta);3 (qualche volta);2 (raramente);3 (qualche volta);Si;Tramite i suggerimenti di Instagram, Ne ho sentito parlare o li seguo su altri Social Network;Fashion/Lifestyle, Tech;da 100.000 a 500.000, da 1 Milione in su;3;3;4 (Decisamente si);1 (Decisamente no);1 (Decisamente no);2;2;2;3;3;2;2;2 (raramente);1 (mai);2 (raramente);3 (qualche volta);2 (raramente);1 (mai);1 (mai);1 (mai)
19-30 anni;Laurea Specialistica;F;Si;Tra 1 anno e 3 anni;Meno di 1 ora;3 (qualche volta);3 (qualche volta);3 (qualche volta);3 (qualche volta);3 (qualche volta);3 (qualche volta);2 (raramente);Si;Consiglio di amici, Arrivando alla loro pagina da altre pagine che seguo, Tramite i suggerimenti di Instagram;Fashion/Lifestyle;da 100.000 a 500.000, da 500.000 a 1 Milione;2;3;4 (Decisamente si);1 (Decisamente no);2;3;2;2;3;2;2;2;2 (raramente);2 (raramente);3 (qualche volta);4 (spesso);2 (raramente);2 (raramente);2 (raramente);1 (mai)
19-30 anni;Laurea Specialistica;M;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19-30 anni;Laurea Specialistica;F;Si;Da più di 3 anni;Tra 1 e 2 ore;3 (qualche volta);4 (spesso);4 (spesso);4 (spesso);4 (spesso);2 (raramente);3 (qualche volta);Si;Arrivando alla loro pagina da altre pagine che seguo, Li ho cercati in base ai miei interessi, Ne ho sentito parlare o li seguo su altri Social Network;Beauty/Make Up;da 20.000 a 100.000;4 (Decisamente si);4 (Decisamente si);4 (Decisamente si);2;2;3;4 (Decisamente si);2;3;3;2;2;3 (qualche volta);3 (qualche volta);3 (qualche volta);3 (qualche volta);2 (raramente);1 (mai);2 (raramente);2 (raramente)
19-30 anni;Laurea Triennale;M;Si;Da più di 3 anni;Tra 1 e 2 ore;4 (spesso);4 (spesso);2 (raramente);2 (raramente);3 (qualche volta);1 (mai);3 (qualche volta);Si;Li ho cercati in base ai miei interessi, Ne ho sentito parlare o li seguo su altri Social Network;Fashion/Lifestyle, Viaggi;da 500.000 a 1 Milione;4 (Decisamente si);1 (Decisamente no);4 (Decisamente si);1 (Decisamente no);2;1 (Decisamente no);2;1 (Decisamente no);2;2;1 (Decisamente no);1 (Decisamente no);2 (raramente);2 (raramente);1 (mai);3 (qualche volta);1 (mai);1 (mai);1 (mai);1 (mai)
più di 30 anni;Diploma;F;Si;Tra 1 anno e 3 anni;Meno di 1 ora;2 (raramente);1 (mai);1 (mai);2 (raramente);1 (mai);1 (mai);1 (mai);No;;;;;;;;;;;;;;;;;;;;;;;
19-30 anni;Laurea Specialistica;M;Si;Da più di 3 anni;Meno di 1 ora;4 (spesso);3 (qualche volta);2 (raramente);2 (raramente);2 (raramente);1 (mai);2 (raramente);No;;;;;;;;;;;;;;;;;;;;;;;
più di 30 anni;Laurea Magistrale a Ciclo Unico;M;Si;Tra 1 anno e 3 anni;Meno di 1 ora;1 (mai);1 (mai);1 (mai);1 (mai);1 (mai);1 (mai);1 (mai);No;;;;;;;;;;;;;;;;;;;;;;;
19-30 anni;Diploma;F;Si;Tra 1 anno e 3 anni;Tra 2 e 4 ore;3 (qualche volta);4 (spesso);2 (raramente);2 (raramente);1 (mai);2 (raramente);3 (qualche volta);No;;;;;;;;;;;;;;;;;;;;;;;
19-30 anni;Diploma;F;Si;Tra 1 anno e 3 anni;Tra 2 e 4 ore;4 (spesso);4 (spesso);2 (raramente);1 (mai);3 (qualche volta);1 (mai);4 (spesso);Si;Tramite i suggerimenti di Instagram, Li ho cercati in base ai miei interessi;Fashion/Lifestyle, Sport/Fitness;da 500.000 a 1 Milione, da 1 Milione in su;4 (Decisamente si);3;2;3;1 (Decisamente no);2;3;2;2;3;2;2;4 (spesso);2 (raramente);1 (mai);3 (qualche volta);1 (mai);1 (mai);1 (mai);1 (mai)
19-30 anni;Diploma;F;Si;Tra 1 anno e 3 anni;Tra 2 e 4 ore;3 (qualche volta);3 (qualche volta);4 (spesso);4 (spesso);4 (spesso);1 (mai);2 (raramente);Si;Arrivando alla loro pagina da altre pagine che seguo, Tramite i suggerimenti di Instagram;Fashion/Lifestyle, Viaggi;da 20.000 a 100.000, da 500.000 a 1 Milione;2;3;4 (Decisamente si);1 (Decisamente no);1 (Decisamente no);1 (Decisamente no);1 (Decisamente no);1 (Decisamente no);3;1 (Decisamente no);1 (Decisamente no);1 (Decisamente no);2 (raramente);1 (mai);1 (mai);3 (qualche volta);1 (mai);1 (mai);1 (mai);1 (mai)
19-30 anni;Laurea Specialistica;M;Si;Da più di 3 anni;Tra 1 e 2 ore;4 (spesso);4 (spesso);3 (qualche volta);2 (raramente);2 (raramente);1 (mai);2 (raramente);Si;Arrivando alla loro pagina da altre pagine che seguo, Ne ho sentito parlare o li seguo su altri Social Network;Fashion/Lifestyle, Food;da 3.000 a 20.000, da 20.000 a 100.000;4 (Decisamente si);1 (Decisamente no);4 (Decisamente si);1 (Decisamente no);1 (Decisamente no);2;3;3;2;3;2;2;3 (qualche volta);1 (mai);1 (mai);2 (raramente);1 (mai);1 (mai);1 (mai);1 (mai)
più di 30 anni;Laurea Triennale;F;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19-30 anni;Laurea Triennale;F;Si;Tra 1 anno e 3 anni;Meno di 1 ora;4 (spesso);2 (raramente);3 (qualche volta);3 (qualche volta);3 (qualche volta);2 (raramente);1 (mai);Si;Tramite i suggerimenti di Instagram;Fashion/Lifestyle, Sport/Fitness, Viaggi, Tech;da 500.000 a 1 Milione, da 1 Milione in su;4 (Decisamente si);1 (Decisamente no);4 (Decisamente si);1 (Decisamente no);1 (Decisamente no);3;2;2;2;3;1 (Decisamente no);1 (Decisamente no);2 (raramente);2 (raramente);1 (mai);2 (raramente);1 (mai);1 (mai);1 (mai);1 (mai)
